availability;description;features;brand;name;id;price;category;images;quantity
Chwilowo niedostępny – zapytaj o termin;Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.<br>;<br><br> Opis<br><br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Średnica<br>    160<br>Wysokość<br>    584<br>Kolor<br>    Brązowy<br>;Maytoni;Landscape Lighting Oxford 1E27 60W;8581;453.0;Stojące zewnętrzne;https://jasniej.com/17459-thickbox_01resp/landscape-lighting-oxford.jpg, https://jasniej.com/18497-thickbox_01resp/landscape-lighting-oxford.jpg, https://jasniej.com/19295-thickbox_01resp/landscape-lighting-oxford.jpg;7
Wysyłamy w 3- 4 dni;Temperature- and corrosion-resistant metal frame. LED module.<br>;<br><br> Opis<br><br>Light source<br>    LED 370 LM<br>Średnica<br>    108<br>Wysokość<br>    500<br>Barwa światła<br>    3000<br>Kolor<br>    Czarny<br>;Maytoni;Landscape Lighting Wolseley Road LED 370 L;8619;353.0;Stojące zewnętrzne;https://jasniej.com/18535-thickbox_01resp/landscape-lighting-wolseley-road.jpg;6
Wysyłamy w 3- 4 dni;Temperature- and corrosion-resistant metal frame. Adjustment of light flow direction. LED bulbs are recommended.<br>;<br><br> Opis<br><br>Szerokość<br>    205<br>Light source<br>    2GU10 50W<br>Light source<br>    2 x GU10 50W<br>Wysokość<br>    550-205<br>Wysokość<br>    550<br>Głębokość<br>    65<br>Kolor<br>    Czarny<br>;Maytoni;Landscape Lighting Wall Street 2GU10 50W;8622;325.0;Stojące zewnętrzne;https://jasniej.com/18538-thickbox_01resp/landscape-lighting-wall-street.jpg;5
38 dni;Producent: Lutec  <br>Nazwa: MAINS  <br>Symbol: 9702202012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 80<br>  * głębokość (mm): 80<br>  * ilość źródeł / rodzaj trzonka: <br>  * max moc źródła: brak<br>  * napięcie: brak<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium<br>  * IP: IP54<br><br><br>;<br><br> Opis<br><br>Kolor<br>    Czarny<br>;Lutec;MAINS STOJĄCA;8942;202.95;Stojące zewnętrzne;https://jasniej.com/20059-thickbox_01resp/mains-stojaca.jpg, https://jasniej.com/20060-thickbox_01resp/mains-stojaca.jpg, https://jasniej.com/20061-thickbox_01resp/mains-stojaca.jpg;5
Wysyłamy w 2-3 dni;Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.<br>;<br><br> Opis<br><br>Light source<br>    1E27 60W<br>Light source<br>    1 x E27 60W<br>Średnica<br>    160<br>Wysokość<br>    584<br>Kolor<br>    Czarny<br>;Maytoni;Wall Lamp Oxford 1E27 60W;8578;448.0;Stojące zewnętrzne;https://jasniej.com/17456-thickbox_01resp/wall-lamp-oxford.jpg, https://jasniej.com/18494-thickbox_01resp/wall-lamp-oxford.jpg, https://jasniej.com/19292-thickbox_01resp/wall-lamp-oxford.jpg;5
37 dni;Producent: Lutec  <br>Nazwa: MAINS  <br>Symbol: 9702201012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 80<br>  * głębokość (mm): 80<br>  * ilość źródeł / rodzaj trzonka: <br>  * max moc źródła: 3500 W<br>  * napięcie: brak<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;MAINS STOJĄCA;8941;202.95;Stojące zewnętrzne;https://jasniej.com/20056-thickbox_01resp/mains-stojaca.jpg, https://jasniej.com/20057-thickbox_01resp/mains-stojaca.jpg, https://jasniej.com/20058-thickbox_01resp/mains-stojaca.jpg;4
35 dni;Producent: Lutec  <br>Nazwa: KIRA  <br>Symbol: 7288901118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 740<br>  * szerokość (mm): 114<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,18 W ,1200 lm ,2700-6500K<br>  * max moc źródła: 18 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;KIRA STOJĄCA;8939;360.39;Stojące zewnętrzne;https://jasniej.com/20050-thickbox_01resp/kira-stojaca.jpg, https://jasniej.com/20051-thickbox_01resp/kira-stojaca.jpg, https://jasniej.com/20052-thickbox_01resp/kira-stojaca.jpg;1
34 dni;Producent: Lutec  <br>Nazwa: FLAIR  <br>Symbol: 7288801012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 120<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 ,40 W<br>  * max moc źródła: 40 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: brak<br>  * kolor lampy: czarny<br>  * materiał: aluminium/szkło<br>  * IP: IP44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;FLAIR STOJĄCA;8938;316.11;Stojące zewnętrzne;https://jasniej.com/20047-thickbox_01resp/flair-stojaca.jpg, https://jasniej.com/20048-thickbox_01resp/flair-stojaca.jpg, https://jasniej.com/20049-thickbox_01resp/flair-stojaca.jpg;1
36 dni;Producent: Lutec  <br>Nazwa: PANO  <br>Symbol: 7289001118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 635<br>  * szerokość (mm): 90<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,16 W ,1200 lm ,3000-5000K<br>  * max moc źródła: 16 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;PANO STOJĄCA;8940;405.9;Stojące zewnętrzne;https://jasniej.com/20053-thickbox_01resp/pano-stojaca.jpg, https://jasniej.com/20054-thickbox_01resp/pano-stojaca.jpg, https://jasniej.com/20055-thickbox_01resp/pano-stojaca.jpg;9
33 dni;Producent: Lutec  <br>Nazwa: DAKOTA  <br>Symbol: 7288602118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 450<br>  * szerokość (mm): 89<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,2700-6500K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;DAKOTA STOJĄCA;8937;270.6;Stojące zewnętrzne;https://jasniej.com/20044-thickbox_01resp/dakota-stojaca.jpg, https://jasniej.com/20045-thickbox_01resp/dakota-stojaca.jpg, https://jasniej.com/20046-thickbox_01resp/dakota-stojaca.jpg;0
32 dni;Producent: Lutec  <br>Nazwa: DAKOTA  <br>Symbol: 7288601118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 650<br>  * szerokość (mm): 147<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,270-06500K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;DAKOTA STOJĄCA;8936;316.11;Stojące zewnętrzne;https://jasniej.com/20041-thickbox_01resp/dakota-stojaca.jpg, https://jasniej.com/20042-thickbox_01resp/dakota-stojaca.jpg, https://jasniej.com/20043-thickbox_01resp/dakota-stojaca.jpg;1
31 dni;Producent: Lutec  <br>Nazwa: CRUZ  <br>Symbol: 7199201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,13 W ,1000 lm ,3000K<br>  * max moc źródła: 13 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;CRUZ STOJĄCA;8935;338.25;Stojące zewnętrzne;https://jasniej.com/20038-thickbox_01resp/cruz-stojaca.jpg, https://jasniej.com/20039-thickbox_01resp/cruz-stojaca.jpg, https://jasniej.com/20040-thickbox_01resp/cruz-stojaca.jpg;6
30 dni;Producent: Lutec  <br>Nazwa: CYRA  <br>Symbol: 7198101118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 650<br>  * szerokość (mm): 78<br>  * głębokość (mm): 78<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,8 W ,500 lm ,3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;CYRA STOJĄCA;8934;316.11;Stojące zewnętrzne;https://jasniej.com/20035-thickbox_01resp/cyra-stojaca.jpg, https://jasniej.com/20036-thickbox_01resp/cyra-stojaca.jpg, https://jasniej.com/20037-thickbox_01resp/cyra-stojaca.jpg;0
29 dni;Producent: Lutec  <br>Nazwa: CUBA  <br>Symbol: 7193802118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 110<br>  * głębokość (mm): 237<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;CUBA STOJĄCA;8933;316.11;Stojące zewnętrzne;https://jasniej.com/20032-thickbox_01resp/cuba-stojaca.jpg, https://jasniej.com/20033-thickbox_01resp/cuba-stojaca.jpg, https://jasniej.com/20034-thickbox_01resp/cuba-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: CUBA  <br>Symbol: 5193803118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 148<br>  * szerokość (mm): 100<br>  * głębokość (mm): 116<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K<br>  * max moc źródła: 12 W<br>  * napięcie: 240 V<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: szary<br>  * materiał: aluminium/tworzywo<br>  * IP: IP54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;CUBA STOJĄCA;8914;180.81;Stojące zewnętrzne;https://jasniej.com/19975-thickbox_01resp/cuba-stojaca.jpg, https://jasniej.com/19976-thickbox_01resp/cuba-stojaca.jpg, https://jasniej.com/19977-thickbox_01resp/cuba-stojaca.jpg;7
Wysyłamy w ciągu 2-21 dni;Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 12 cm<br><br>Wysokość: 49 cm<br><br>Trzonek: E27<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Słupek ogrodowy LED ARENDAL ocynk;27384;889.0;Stojące zewnętrzne;https://jasniej.com/74494-thickbox_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg, https://jasniej.com/74495-thickbox_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg, https://jasniej.com/74496-thickbox_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg;5
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 330 lm<br><br>Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 9 cm<br><br>Wysokość: 37 cm<br><br>Trzonek: Moduł LED wymienny<br><br>Ściemnianie DIM: Tak, fazowo<br><br>Moc: 4 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Słupek ogrodowy LED ARENDAL MINI ocynk;27385;762.0;Stojące zewnętrzne;https://jasniej.com/74497-thickbox_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg, https://jasniej.com/74498-thickbox_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg;7
Wysyłamy w ciągu 2-21 dni;Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: Szkło kryształowe satynowane (wewnątrz)<br><br>Szerokość: 12 cm<br><br>Wysokość: 49 cm<br><br>Trzonek: E27<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Słupek ogrodowy LED ARENDAL czarny;27383;889.0;Stojące zewnętrzne;https://jasniej.com/74491-thickbox_01resp/slupek-ogrodowy-led-arendal-czarny.jpg, https://jasniej.com/74492-thickbox_01resp/slupek-ogrodowy-led-arendal-czarny.jpg, https://jasniej.com/74493-thickbox_01resp/slupek-ogrodowy-led-arendal-czarny.jpg;8
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 294 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal malowana proszkowo<br><br>Materiał klosza: Szkło akrylowe (PMMA)<br><br>Wysokość: 28 cm<br><br>Średnica: 17 cm<br><br>Ściemnianie DIM: Tak, fazowo<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa słupkowa LED STOCKHOLM czarny;27382;1173.0;Stojące zewnętrzne;https://jasniej.com/74488-thickbox_01resp/lampa-slupkowa-led-stockholm-czarny.jpg, https://jasniej.com/74490-thickbox_01resp/lampa-slupkowa-led-stockholm-czarny.jpg;3
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 593 lm<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Stal<br><br>Wysokość: 89 cm<br><br>Szerokość: 14 cm<br><br>Moc: 12,7 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Oprawa ARVIKA czarna;27381;1560.0;Stojące zewnętrzne;https://jasniej.com/74485-thickbox_01resp/oprawa-arvika-czarna.jpg, https://jasniej.com/74486-thickbox_01resp/oprawa-arvika-czarna.jpg, https://jasniej.com/74487-thickbox_01resp/oprawa-arvika-czarna.jpg;6
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 1710 lm<br><br>Skuteczność świetlna: 95 lm/W<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 216 cm<br><br>Trwałość: 50 000 h<br><br>Moc: 18 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa parkowa ASKER czarny;27378;2217.0;Stojące zewnętrzne;https://jasniej.com/74474-thickbox_01resp/lampa-parkowa-asker-czarny-.jpg, https://jasniej.com/74475-thickbox_01resp/lampa-parkowa-asker-czarny-.jpg, https://jasniej.com/74476-thickbox_01resp/lampa-parkowa-asker-czarny-.jpg;8
Wysyłamy w ciągu 2-21dni;Strumień świetlny: 1710 lm<br><br>Skuteczność świetlna: 95 lm/W<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 216 cm<br><br>Trwałość: 50 000 h<br><br>Oddawanie barw (CRI): Ra>80<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Lampa parkowa ASKER alu;27379;2217.0;Stojące zewnętrzne;https://jasniej.com/74477-thickbox_01resp/lampa-parkowa-asker-alu.jpg, https://jasniej.com/74478-thickbox_01resp/lampa-parkowa-asker-alu.jpg, https://jasniej.com/74479-thickbox_01resp/lampa-parkowa-asker-alu.jpg, https://jasniej.com/74480-thickbox_01resp/lampa-parkowa-asker-alu.jpg;7
Wysyłamy w ciągu 2-21 dni;Diody LED -typ: Osram<br><br>Materiał klosza: PC struktura<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Średnica: 24,5 cm<br><br>Głębokość: 45 cm<br><br>Wysokość: 236-336 cm<br><br>Trwałość: 50000 h<br><br>Moc: 17,5 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Oprawa słupowa KOSTER alu;27373;1954.0;Stojące zewnętrzne;https://jasniej.com/74461-thickbox_01resp/oprawa-slupowa-koster-alu.jpg, https://jasniej.com/74462-thickbox_01resp/oprawa-slupowa-koster-alu.jpg, https://jasniej.com/74463-thickbox_01resp/oprawa-slupowa-koster-alu.jpg;5
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 1950 lm<br><br>Napięcie Wej.: 230 V<br><br>Diody LED -typ: Osram<br><br>Materiał klosza: PC struktura<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Średnica: 24,5 cm<br><br>Głębokość: 45 cm<br><br>Wysokość: 236-336 cm<br><br>Trwałość: 50000 h<br><br>Moc: 17,5 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny<br>;Norlys;Oprawa słupowa KOSTER grafit;27374;1954.0;Stojące zewnętrzne;https://jasniej.com/74464-thickbox_01resp/oprawa-slupowa-koster-grafit.jpg, https://jasniej.com/74465-thickbox_01resp/oprawa-slupowa-koster-grafit.jpg, https://jasniej.com/74466-thickbox_01resp/oprawa-slupowa-koster-grafit.jpg;4
Wysyłamy w ciągu 2-21dni;Strumień świetlny: 556 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Odlew aluminiowy malowany proszkowo<br><br>Materiał klosza: PC<br><br>Wysokość: 95 cm<br><br>Średnica:24 cm<br><br>Moc: 21,8 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Oprawa słupkowa NARVIK aluminium;27372;2163.0;Stojące zewnętrzne;https://jasniej.com/74457-thickbox_01resp/oprawa-slupkowa-narvik-aluminium.jpg, https://jasniej.com/74458-thickbox_01resp/oprawa-slupkowa-narvik-aluminium.jpg, https://jasniej.com/74459-thickbox_01resp/oprawa-slupkowa-narvik-aluminium.jpg, https://jasniej.com/74460-thickbox_01resp/oprawa-slupkowa-narvik-aluminium.jpg;4
Wysyłamy w ciagu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal ocynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska impregnowana i malowana<br><br>Długość: 12 cm<br><br>Wysokość: 85 cm<br><br>Szerokość: 12 cm<br><br>Moc: 46 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały<br>;Norlys;Oprawa słupkowa HALMSTAD WOOD ocynk;27371;1375.0;Stojące zewnętrzne;https://jasniej.com/74454-thickbox_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg, https://jasniej.com/74455-thickbox_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg, https://jasniej.com/74456-thickbox_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg;4
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 252 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal ocynkowana ogniowo i malowana proszkowo<br><br>Materiał klosza: PC<br><br>Wysokość: 85 cm<br><br>Szerokość: 12 cm<br><br>Długość: 12 cm<br><br>Ściemnianie DIM<br><br>Moc: 10 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Oprawa słupkowa HALMSTAD czarny;27370;1512.0;Stojące zewnętrzne;https://jasniej.com/74451-thickbox_01resp/oprawa-slupkowa-halmstad-czarny.jpg, https://jasniej.com/74452-thickbox_01resp/oprawa-slupkowa-halmstad-czarny.jpg, https://jasniej.com/74453-thickbox_01resp/oprawa-slupkowa-halmstad-czarny.jpg;3
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PC<br><br>Wysokość: 165-254 cm<br><br>Szerokość:65 cm<br><br>Moc: 46 W<br>;<br><br> Opis<br><br>Styl<br>    Modern Classic<br>Kolor<br>    Biały<br>;Norlys;Oprawa słupowa BOLONIA biała mleczna;27369;2718.0;Stojące zewnętrzne;https://jasniej.com/74448-thickbox_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg, https://jasniej.com/74449-thickbox_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg, https://jasniej.com/74450-thickbox_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg;1
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska impregnowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm<br><br>Moc: 46 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Oprawa ogrodowa ALTA drewno impregnowane/czarny;27365;1141.0;Stojące zewnętrzne;https://jasniej.com/74436-thickbox_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg, https://jasniej.com/74437-thickbox_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg, https://jasniej.com/74438-thickbox_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg;9
Wysyłamy w ciągu 2-21 dni;<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Oprawa słupowa BOLONIA czarna;27368;2718.0;Stojące zewnętrzne;https://jasniej.com/74445-thickbox_01resp/oprawa-slupowa-bolonia-czarna-.jpg, https://jasniej.com/74446-thickbox_01resp/oprawa-slupowa-bolonia-czarna-.jpg, https://jasniej.com/74447-thickbox_01resp/oprawa-slupowa-bolonia-czarna-.jpg;2
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal - cynkowana ogniowo<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska malowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Brązowy<br>;Norlys;Oprawa ogrodowa ALTA drewno/ocynk;27364;1141.0;Stojące zewnętrzne;https://jasniej.com/74434-thickbox_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg, https://jasniej.com/74435-thickbox_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg;9
Wysyłamy w ciągu 2-21 dni;Napięcie zasilania: 230<br><br>Materiał klosza: Szkło hartowane<br><br>Materiał obudowy: Aluminium<br><br>Grubość: 12 cm<br><br>Szerokość: 24 cm<br><br>Wysokość: 95 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Oprawa NAMSOS aluminium;27361;1564.0;Stojące zewnętrzne;https://jasniej.com/74424-thickbox_01resp/oprawa-namsos-grafit.jpg, https://jasniej.com/74425-thickbox_01resp/oprawa-namsos-grafit.jpg, https://jasniej.com/74426-thickbox_01resp/oprawa-namsos-grafit.jpg;6
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał obudowy: Stal<br><br>Materiał klosza: PC<br><br>Materiał: Sosna skandynawska malowana<br><br>Średnica: 15 cm<br><br>Wysokość: 49 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Oprawa ogrodowa ALTA drewno/czarna;27363;1141.0;Stojące zewnętrzne;https://jasniej.com/74430-thickbox_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg, https://jasniej.com/74432-thickbox_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg, https://jasniej.com/74433-thickbox_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg;9
Wysyłamy w ciągu 2-21 dni;Napięcie zasilania: 230<br><br>Materiał klosza: Szkło hartowane<br><br>Materiał obudowy: Aluminium<br><br>Grubość: 12 cm<br><br>Szerokość: 24 cm<br><br>Wysokość: 65 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny<br>;Norlys;Oprawa NAMSOS grafit;27360;1288.0;Stojące zewnętrzne;https://jasniej.com/74418-thickbox_01resp/oprawa-namsos-grafit.jpg, https://jasniej.com/74419-thickbox_01resp/oprawa-namsos-grafit.jpg, https://jasniej.com/74420-thickbox_01resp/oprawa-namsos-grafit.jpg;1
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 826 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał obudowy: Aluminium<br><br>Materiał klosza: PMMA<br><br>Średnica: 6 cm<br><br>Wysokość: 49 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Lampa ogrodowa EGERSUND MINI aluminium;27359;1468.0;Stojące zewnętrzne;https://jasniej.com/74415-thickbox_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg, https://jasniej.com/74416-thickbox_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg, https://jasniej.com/74417-thickbox_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg;5
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 826 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał klosza: PMMA<br><br>Materiał obudowy: Aluminium<br><br>Średnica: 6 cm<br><br>Wysokość: 49 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa ogrodowa EGERSUND MINI grafit;27358;1468.0;Stojące zewnętrzne;https://jasniej.com/74411-thickbox_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg, https://jasniej.com/74412-thickbox_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg, https://jasniej.com/74413-thickbox_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg, https://jasniej.com/74414-thickbox_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg;1
Wysyłamy w ciągu 2-21dni;Napięcie Wej.: 230 V<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 85 cm<br><br>Moc: 9,5 W<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Metaliczny<br>;Norlys;Lampa ogrodowa ASKER grafit;27355;891.0;Stojące zewnętrzne;https://jasniej.com/74403-thickbox_01resp/lampa-ogrodowa-asker-grafit.jpg, https://jasniej.com/74404-thickbox_01resp/lampa-ogrodowa-asker-grafit.jpg, https://jasniej.com/74405-thickbox_01resp/lampa-ogrodowa-asker-grafit.jpg;5
