availability;description;features;brand;name;id;price;category;images;quantity
Wysyłamy w ciągu 2-21 dni;Napięcie Wej.: 230 V<br><br>Materiał klosza: Polimetakryl<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 50 cm<br><br>Średnica: 20 cm<br><br>Trzonek: E27<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa ogrodowa STAVANGER grafit;27357;1289.0;Stojące zewnętrzne;https://jasniej.com/74408-thickbox_01resp/lampa-ogrodowa-stavanger-grafit.jpg, https://jasniej.com/74409-thickbox_01resp/lampa-ogrodowa-stavanger-grafit.jpg, https://jasniej.com/74410-thickbox_01resp/lampa-ogrodowa-stavanger-grafit.jpg;8
Zamawiamy w ciągu 2-21dni;Strumień świetlny: 585 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał klosza: PC<br><br>Materiał obudowy: Aluminium<br><br>Wysokość: 85 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Srebrny<br>;Norlys;Lampa ogrodowa ASKER aluminium;27354;891.0;Stojące zewnętrzne;https://jasniej.com/74399-thickbox_01resp/lampa-ogrodowa-asker-aluminium.jpg, https://jasniej.com/74400-thickbox_01resp/lampa-ogrodowa-asker-aluminium.jpg, https://jasniej.com/74401-thickbox_01resp/lampa-ogrodowa-asker-aluminium.jpg;4
Wysyłamy w ciągu 2-21 dni;Strumień świetlny: 308 lm<br><br>Napięcie Wej.: 230 V<br><br>Materiał: Aluminium, Poliwęglan PC<br><br>Wysokość: 28 cm<br><br>Średnica: 20 cm<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Czarny<br>;Norlys;Lampa ogrodowa LED STAVANGER;27348;1496.54;Stojące zewnętrzne;https://jasniej.com/74378-thickbox_01resp/lampa-ogrodowa-led-stavanger.jpg, https://jasniej.com/74379-thickbox_01resp/lampa-ogrodowa-led-stavanger.jpg;6
Ask;Wymiary:220x95x405cm<br><br>Materiał:włókno szklane<br><br>Light source:<br><br>Kolor:biały<br><br>Wysokość siedzenia:<br><br>Głębokość siedzenia:<br><br>Uwagi:<br><br>Szerokość siedzenia:265<br><br>Długość:265<br><br>Szerokość:120<br><br>Wysokość:400<br>;<br><br> Opis<br><br>Styl<br>    Nowoczesny<br>Kolor<br>    Biały<br>;QeeBoo;Żyrafa lampa zewnętrzna Giraffe in Love 4;19592;150599.0;Stojące zewnętrzne;https://jasniej.com/56188-thickbox_01resp/19001wh.jpg, https://jasniej.com/57674-thickbox_01resp/19001wh.jpg, https://jasniej.com/58970-thickbox_01resp/19001wh.jpg, https://jasniej.com/60247-thickbox_01resp/19001wh.jpg, https://jasniej.com/60995-thickbox_01resp/19001wh.jpg, https://jasniej.com/61563-thickbox_01resp/19001wh.jpg;2
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Szerokość<br>    151<br>Light source<br>    LED 330 LM<br>Wysokość<br>    150<br>Barwa światła<br>    3000<br>Głębokość<br>    151<br>Kolor<br>    Szary<br>;Maytoni;Royal Mile Landscape Lighting Grey LED 330;19202;425.0;Stojące zewnętrzne;https://jasniej.com/72027-thickbox_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg, https://jasniej.com/72028-thickbox_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg;3
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Szerokość<br>    151<br>Light source<br>    LED 680 LM<br>Wysokość<br>    800<br>Barwa światła<br>    3000<br>Głębokość<br>    151<br>Kolor<br>    Szary<br>;Maytoni;Royal Mile Landscape Lighting Grey LED 680;19201;688.0;Stojące zewnętrzne;https://jasniej.com/72025-thickbox_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg, https://jasniej.com/72026-thickbox_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg;5
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    180<br>Wysokość<br>    1160<br>Kolor<br>    Czarny<br>;Maytoni;Abbey Road Landscape Lighting Black 1 x E2;19198;431.0;Stojące zewnętrzne;https://jasniej.com/72022-thickbox_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg;7
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Szerokość<br>    76<br>Light source<br>    1 x GU10 20W<br>Wysokość<br>    75<br>Głębokość<br>    160<br>Kolor<br>    Czarny<br>;Maytoni;Scope Landscape Lighting Black 1 x GU10 20;19213;129.0;Stojące zewnętrzne;https://jasniej.com/72054-thickbox_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg, https://jasniej.com/72055-thickbox_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg;4
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Light source<br>    1 x E27 60W<br>Średnica<br>    182<br>Wysokość<br>    405<br>Kolor<br>    Czarny<br>;Maytoni;Rivoli Landscape Lighting Black 1 x E27 60;19196;235.0;Stojące zewnętrzne;https://jasniej.com/72020-thickbox_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg;7
Wysyłamy w 3- 4 dni;<br>;<br><br> Opis<br><br>Szerokość<br>    180<br>Light source<br>    LED 520 LM<br>Wysokość<br>    800<br>Barwa światła<br>    3000<br>Głębokość<br>    180<br>Kolor<br>    Czarny<br>;Maytoni;Baker Street Landscape Lighting Black LED;19204;856.0;Stojące zewnętrzne;https://jasniej.com/72031-thickbox_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg, https://jasniej.com/72032-thickbox_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg;8
10 dni;Producent: Lutec  <br>Nazwa: MINI LEDSPOT  <br>Symbol: 7214603118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 526<br>  * szerokość (mm): 46<br>  * głębokość (mm): 210<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 605lm 4000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/szkło<br>  * IP: 65<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;MINI LEDSPOT STOJĄCA;8906;495.69;Stojące zewnętrzne;https://jasniej.com/19951-thickbox_01resp/mini-ledspot-stojaca.jpg, https://jasniej.com/19952-thickbox_01resp/mini-ledspot-stojaca.jpg, https://jasniej.com/19953-thickbox_01resp/mini-ledspot-stojaca.jpg;2
10 dni;Producent: Lutec  <br>Nazwa: MINI LEDSPOT  <br>Symbol: 7214604118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 616<br>  * szerokość (mm): 46<br>  * głębokość (mm): 210<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1210lm 4000K<br>  * max moc źródła: 18 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/szkło<br>  * IP: 65<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;MINI LEDSPOT STOJĄCA;8905;676.5;Stojące zewnętrzne;https://jasniej.com/19948-thickbox_01resp/mini-ledspot-stojaca.jpg, https://jasniej.com/19949-thickbox_01resp/mini-ledspot-stojaca.jpg, https://jasniej.com/19950-thickbox_01resp/mini-ledspot-stojaca.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: EXPLORER  <br>Symbol: 6609201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 417<br>  * szerokość (mm): 92<br>  * głębokość (mm): 92<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 380lm 3000K<br>  * max moc źródła: 5 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;EXPLORER STOJĄCA;8903;135.3;Stojące zewnętrzne;https://jasniej.com/19942-thickbox_01resp/explorer-stojaca.jpg, https://jasniej.com/19943-thickbox_01resp/explorer-stojaca.jpg, https://jasniej.com/19944-thickbox_01resp/explorer-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: ANDA  <br>Symbol: 7225201118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 800<br>  * szerokość (mm): 264<br>  * głębokość (mm): 202<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1040lm 4000K<br>  * max moc źródła: 18 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 65<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;ANDA STOJĄCA;8901;495.69;Stojące zewnętrzne;https://jasniej.com/19936-thickbox_01resp/anda-stojaca.jpg, https://jasniej.com/19937-thickbox_01resp/anda-stojaca.jpg, https://jasniej.com/19938-thickbox_01resp/anda-stojaca.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: MERIDIAN  <br>Symbol: 7216412118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 730<br>  * szerokość (mm): 213<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 14W 800lm 3000K<br>  * max moc źródła: 14 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;MERIDIAN STOJĄCA;8898;360.39;Stojące zewnętrzne;https://jasniej.com/19927-thickbox_01resp/meridian-stojaca.jpg, https://jasniej.com/19928-thickbox_01resp/meridian-stojaca.jpg, https://jasniej.com/19929-thickbox_01resp/meridian-stojaca.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: ARCTIC  <br>Symbol: 7701301012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 120<br>  * szerokość (mm): 180<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 650lm 4000K<br>  * max moc źródła: 12 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;ARCTIC STOJĄCA;8896;270.6;Stojące zewnętrzne;https://jasniej.com/19921-thickbox_01resp/arctic-stojaca.jpg, https://jasniej.com/19922-thickbox_01resp/arctic-stojaca.jpg, https://jasniej.com/19923-thickbox_01resp/arctic-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: DENVER  <br>Symbol: 7704801012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 72<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 1030lm 4000K<br>  * max moc źródła: 12 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;DENVER STOJĄCA;8895;248.46;Stojące zewnętrzne;https://jasniej.com/19918-thickbox_01resp/denver-stojaca.jpg, https://jasniej.com/19919-thickbox_01resp/denver-stojaca.jpg, https://jasniej.com/19920-thickbox_01resp/denver-stojaca.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: CYDOPS  <br>Symbol: 7704212012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 51<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 580lm 4000K<br>  * max moc źródła: 8 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;CYDOPS STOJĄCA;8894;180.81;Stojące zewnętrzne;https://jasniej.com/19915-thickbox_01resp/cydops-stojaca.jpg, https://jasniej.com/19916-thickbox_01resp/cydops-stojaca.jpg, https://jasniej.com/19917-thickbox_01resp/cydops-stojaca.jpg;5
10 dni;Producent: Lutec  <br>Nazwa: STRATA  <br>Symbol: 7704601012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 35<br>  * szerokość (mm): 120<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 320lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;STRATA STOJĄCA;8893;91.02;Stojące zewnętrzne;https://jasniej.com/19912-thickbox_01resp/strata-stojaca.jpg, https://jasniej.com/19913-thickbox_01resp/strata-stojaca.jpg, https://jasniej.com/19914-thickbox_01resp/strata-stojaca.jpg;3
10 dni;Producent: Lutec  <br>Nazwa: BERLIN  <br>Symbol: 7700511012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 150<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x GU10 35W<br>  * max moc źródła: 35 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;BERLIN STOJĄCA;8892;135.3;Stojące zewnętrzne;https://jasniej.com/19909-thickbox_01resp/berlin-stojaca.jpg, https://jasniej.com/19910-thickbox_01resp/berlin-stojaca.jpg, https://jasniej.com/19911-thickbox_01resp/berlin-stojaca.jpg;9
10 dni;Producent: Lutec  <br>Nazwa: BERLIN  <br>Symbol: 7700513012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 150<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 180lm 4000K<br>  * max moc źródła: 5 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;BERLIN STOJĄCA;8891;226.32;Stojące zewnętrzne;https://jasniej.com/19906-thickbox_01resp/berlin-stojaca.jpg, https://jasniej.com/19907-thickbox_01resp/berlin-stojaca.jpg, https://jasniej.com/19908-thickbox_01resp/berlin-stojaca.jpg;2
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629001341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 100<br>  * szerokość (mm): 117<br>  * głębokość (mm): 117<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 36W 3200lm 5000K<br>  * max moc źródła: 36 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;PERI STOJĄCA;8890;451.41;Stojące zewnętrzne;https://jasniej.com/19903-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19904-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19905-thickbox_01resp/peri-stojaca.jpg;9
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629301341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 183<br>  * szerokość (mm): 221<br>  * głębokość (mm): 352<br>  * ilość źródeł / rodzaj trzonka: 2 x LED zintegr. 21W 2000lm 5000K<br>  * max moc źródła: 21 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;PERI STOJĄCA;8888;360.39;Stojące zewnętrzne;https://jasniej.com/19897-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19898-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19899-thickbox_01resp/peri-stojaca.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629002426  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 109<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 92W 7000lm 5000K<br>  * max moc źródła: 92 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Pomarańczowy<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;PERI STOJĄCA;8889;811.8;Stojące zewnętrzne;https://jasniej.com/19900-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19901-thickbox_01resp/peri-stojaca.jpg, https://jasniej.com/19902-thickbox_01resp/peri-stojaca.jpg;4
10 dni;Producent: Lutec  <br>Nazwa: UTIN  <br>Symbol: 7629701341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 175<br>  * szerokość (mm): 45<br>  * głębokość (mm): 172<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 11W 1040lm 5000K<br>  * max moc źródła: 11 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;UTIN STOJĄCA;8886;114.39;Stojące zewnętrzne;https://jasniej.com/19891-thickbox_01resp/utin-stojaca.jpg, https://jasniej.com/19892-thickbox_01resp/utin-stojaca.jpg, https://jasniej.com/19893-thickbox_01resp/utin-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: MODO  <br>Symbol: 7633301118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 175<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 21W 1500lm 5000K<br>  * max moc źródła: 21 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;MODO STOJĄCA;8887;167.28;Stojące zewnętrzne;https://jasniej.com/19894-thickbox_01resp/modo-stojaca.jpg, https://jasniej.com/19895-thickbox_01resp/modo-stojaca.jpg, https://jasniej.com/19896-thickbox_01resp/modo-stojaca.jpg;2
10 dni;Producent: Lutec  <br>Nazwa: UNITE  <br>Symbol: 7260311012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 985<br>  * szerokość (mm): 165<br>  * głębokość (mm): 165<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;UNITE STOJĄCA;8811;211.56;Stojące zewnętrzne;https://jasniej.com/19666-thickbox_01resp/unite-stojaca.jpg, https://jasniej.com/19667-thickbox_01resp/unite-stojaca.jpg, https://jasniej.com/19668-thickbox_01resp/unite-stojaca.jpg;1
10 dni;Producent: Lutec  <br>Nazwa: FOCUS  <br>Symbol: 7204803118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 400<br>  * szerokość (mm): 160<br>  * głębokość (mm): 160<br>  * ilość źródeł / rodzaj trzonka: 1 x GU10 35W<br>  * max moc źródła: 35 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;FOCUS STOJĄCA;8787;270.6;Stojące zewnętrzne;https://jasniej.com/19594-thickbox_01resp/focus-stojaca.jpg, https://jasniej.com/19595-thickbox_01resp/focus-stojaca.jpg, https://jasniej.com/19596-thickbox_01resp/focus-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: UNITE  <br>Symbol: 7260311030  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 985<br>  * szerokość (mm): 165<br>  * głębokość (mm): 165<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Biały mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;UNITE STOJĄCA;8810;211.56;Stojące zewnętrzne;https://jasniej.com/19663-thickbox_01resp/unite-stojaca.jpg, https://jasniej.com/19664-thickbox_01resp/unite-stojaca.jpg, https://jasniej.com/19665-thickbox_01resp/unite-stojaca.jpg;0
10 dni;Producent: Lutec  <br>Nazwa: SPICA  <br>Symbol: 7271004118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 100<br>  * szerokość (mm): 120<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 16W 1000lm 27006500K<br>  * max moc źródła: 16 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 65<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;SPICA STOJĄCA;8745;586.71;Stojące zewnętrzne;https://jasniej.com/19468-thickbox_01resp/spica-stojaca.jpg, https://jasniej.com/19469-thickbox_01resp/spica-stojaca.jpg, https://jasniej.com/19470-thickbox_01resp/spica-stojaca.jpg;7
10 dni;Producent: Lutec  <br>Nazwa: VIRGO  <br>Symbol: 7008201001  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 130<br>  * głębokość (mm): 130<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 4W 350lm 3000K<br>  * max moc źródła: 4 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Stalowy<br>  * materiał: stal nierdzewna/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;VIRGO STOJĄCA;8774;150.06;Stojące zewnętrzne;https://jasniej.com/19555-thickbox_01resp/virgo-stojaca.jpg, https://jasniej.com/19556-thickbox_01resp/virgo-stojaca.jpg, https://jasniej.com/19557-thickbox_01resp/virgo-stojaca.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: BATI  <br>Symbol: 7188601125  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 650<br>  * szerokość (mm): 82<br>  * głębokość (mm): 82<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 14W 1100lm 4000K<br>  * max moc źródła: 14 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Szary węgiel drzewny<br>  * materiał: aluminium/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;BATI STOJĄCA;8744;270.6;Stojące zewnętrzne;https://jasniej.com/19465-thickbox_01resp/bati-stojaca.jpg, https://jasniej.com/19466-thickbox_01resp/bati-stojaca.jpg, https://jasniej.com/19467-thickbox_01resp/bati-stojaca.jpg;3
10 dni;Producent: Lutec  <br>Nazwa: FLAT  <br>Symbol: 7005201001  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 450<br>  * szerokość (mm): 50<br>  * głębokość (mm): 100<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 400lm 3000K<br>  * max moc źródła: 8 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Stalowy<br>  * materiał: stal nierdzewna/tworzywo<br>  * IP: 44<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;FLAT STOJĄCA;8733;226.32;Stojące zewnętrzne;https://jasniej.com/19432-thickbox_01resp/flat-stojaca.jpg, https://jasniej.com/19433-thickbox_01resp/flat-stojaca.jpg, https://jasniej.com/19434-thickbox_01resp/flat-stojaca.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: ARMOR  <br>Symbol: 7216702118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 600<br>  * szerokość (mm): 150<br>  * głębokość (mm): 150<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 650lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;ARMOR STOJĄCA;8731;360.39;Stojące zewnętrzne;https://jasniej.com/19426-thickbox_01resp/armor-stojaca.jpg, https://jasniej.com/19427-thickbox_01resp/armor-stojaca.jpg, https://jasniej.com/19428-thickbox_01resp/armor-stojaca.jpg;5
10 dni;Producent: Lutec  <br>Nazwa: QUBO  <br>Symbol: 7193001118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 92<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1100lm 3000K<br>  * max moc źródła: 18 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;QUBO STOJĄCA;8729;316.11;Stojące zewnętrzne;https://jasniej.com/19420-thickbox_01resp/qubo-stojaca.jpg, https://jasniej.com/19421-thickbox_01resp/qubo-stojaca.jpg, https://jasniej.com/19422-thickbox_01resp/qubo-stojaca.jpg;6
10 dni;Producent: Lutec  <br>Nazwa: QUBO  <br>Symbol: 7193002118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 750<br>  * szerokość (mm): 110<br>  * głębokość (mm): 93<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 16W 1000lm 27006500K<br>  * max moc źródła: 16 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54<br><br><br>;<br><br> Specyficzne kody<br>;Lutec;QUBO STOJĄCA;8730;541.2;Stojące zewnętrzne;https://jasniej.com/19423-thickbox_01resp/qubo-stojaca.jpg, https://jasniej.com/19424-thickbox_01resp/qubo-stojaca.jpg, https://jasniej.com/19425-thickbox_01resp/qubo-stojaca.jpg;7
