"availability","description","features","brand","name","id","price","categories__001","categories__002","categories__003","categories__004","categories__005","image","images__001","images__002","images__003","images__004","images__005","images__006"
"10 dni","Producent: Lutec  \nNazwa: CATE  \nSymbol: 7264230213  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 190\n  * szerokość (mm): 430\n  * głębokość (mm): 430\n  * ilość źródeł / rodzaj trzonka: 3 x E27 60W\n  * max moc źródła: 60 W\n  * napięcie: 230\n  * źródło w zestawie: brak\n  * kolor lampy: Matowa rdza\n  * materiał: aluminium/szkło\n  * IP: 44","Specyficzne kody","Lutec","CATE STOJĄCA","8821","630.99","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CATE STOJĄCA","https://jasniej.com/19696-large_01resp/cate-stojaca.jpg","https://jasniej.com/19696-medium_01resp/cate-stojaca.jpg","https://jasniej.com/19697-medium_01resp/cate-stojaca.jpg","https://jasniej.com/19698-medium_01resp/cate-stojaca.jpg","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nLight source\n    1 x E27 60W\nŚrednica\n    180\nWysokość\n    445\nKolor\n    Czarny","Maytoni","Abbey Road Landscape Lighting Black 1 x E2","19200","229","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Abbey Road Landscape Lighting Black 1 x E2","https://jasniej.com/72024-large_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg","https://jasniej.com/72024-medium_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg","","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nLight source\n    1 x E27 60W\nŚrednica\n    225\nWysokość\n    1060\nKolor\n    Czarny","Maytoni","Rivoli Landscape Lighting Black 1 x E27 60","19194","515","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Rivoli Landscape Lighting Black 1 x E27 60","https://jasniej.com/72016-large_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg","https://jasniej.com/72016-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg","https://jasniej.com/72017-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nLight source\n    1 x E27 60W\nŚrednica\n    225\nWysokość\n    1050\nKolor\n    Brązowy","Maytoni","Salamanca Landscape Lighting Brown 1 x E27","19191","593","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Salamanca Landscape Lighting Brown 1 x E27","https://jasniej.com/72008-large_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg","https://jasniej.com/72008-medium_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg","https://jasniej.com/72009-medium_01resp/salamanca-landscape-lighting-brown-1-x-e27-60w.jpg","","","",""
"Wysyłamy w 3- 4 dni","Metal body. Resistant to thermal shock and corrosion.Glass diffuser. LED bulbs recommended.","Opis\n\nSzerokość\n    140\nLight source\n    1E27 60W\nLight source\n    1 x E27 60W\nWysokość\n    610-140\nWysokość\n    610\nGłębokość\n    140\nKolor\n    Czarny","Maytoni","Landscape Lighting Unter den Linden 1E27 6","8599","381","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Landscape Lighting Unter den Linden 1E27 6","https://jasniej.com/17480-large_01resp/landscape-lighting-unter-den-linden.jpg","https://jasniej.com/17480-medium_01resp/landscape-lighting-unter-den-linden.jpg","https://jasniej.com/17481-medium_01resp/landscape-lighting-unter-den-linden.jpg","https://jasniej.com/18515-medium_01resp/landscape-lighting-unter-den-linden.jpg","https://jasniej.com/19316-medium_01resp/landscape-lighting-unter-den-linden.jpg","https://jasniej.com/19317-medium_01resp/landscape-lighting-unter-den-linden.jpg",""
"Wysyłamy w 3- 4 dni","Temperature- and corrosion-resistant metal frame. LED module.","Opis\n\nLight source\n    LED 370 LM\nŚrednica\n    108\nWysokość\n    500\nBarwa światła\n    3000\nKolor\n    Czarny","Maytoni","Landscape Lighting Wolseley Road LED 370 L","8619","353","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Landscape Lighting Wolseley Road LED 370 L","https://jasniej.com/18535-large_01resp/landscape-lighting-wolseley-road.jpg","https://jasniej.com/18535-medium_01resp/landscape-lighting-wolseley-road.jpg","","","","",""
"Chwilowo niedostępny – zapytaj o termin","Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.","Opis\n\nLight source\n    1E27 60W\nLight source\n    1 x E27 60W\nŚrednica\n    160\nWysokość\n    584\nKolor\n    Brązowy","Maytoni","Landscape Lighting Oxford 1E27 60W","8581","453","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Landscape Lighting Oxford 1E27 60W","https://jasniej.com/17459-large_01resp/landscape-lighting-oxford.jpg","https://jasniej.com/17459-medium_01resp/landscape-lighting-oxford.jpg","https://jasniej.com/18497-medium_01resp/landscape-lighting-oxford.jpg","https://jasniej.com/19295-medium_01resp/landscape-lighting-oxford.jpg","","",""
"Wysyłamy w 2-3 dni","Metal body. Resistant to thermal shock and corrosion. Textured clear glass diffuser.","Opis\n\nLight source\n    1E27 60W\nLight source\n    1 x E27 60W\nŚrednica\n    240\nWysokość\n    593\nKolor\n    Brązowy","Maytoni","Landscape Lighting La Rambla 1E27 60W","8591","644","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Landscape Lighting La Rambla 1E27 60W","https://jasniej.com/17470-large_01resp/landscape-lighting-la-rambla.jpg","https://jasniej.com/17470-medium_01resp/landscape-lighting-la-rambla.jpg","https://jasniej.com/17471-medium_01resp/landscape-lighting-la-rambla.jpg","https://jasniej.com/18507-medium_01resp/landscape-lighting-la-rambla.jpg","https://jasniej.com/19306-medium_01resp/landscape-lighting-la-rambla.jpg","https://jasniej.com/19307-medium_01resp/landscape-lighting-la-rambla.jpg",""
"Wysyłamy w 3- 4 dni","Temperature- and corrosion-resistant metal frame. Adjustment of light flow direction. LED bulbs are recommended.","Opis\n\nSzerokość\n    205\nLight source\n    2GU10 50W\nLight source\n    2 x GU10 50W\nWysokość\n    550-205\nWysokość\n    550\nGłębokość\n    65\nKolor\n    Czarny","Maytoni","Landscape Lighting Wall Street 2GU10 50W","8622","325","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Landscape Lighting Wall Street 2GU10 50W","https://jasniej.com/18538-large_01resp/landscape-lighting-wall-street.jpg","https://jasniej.com/18538-medium_01resp/landscape-lighting-wall-street.jpg","","","","",""
"Wysyłamy w 2-3 dni","Metal body. Resistant to thermal shock and corrosion. Clear glass diffuser.","Opis\n\nLight source\n    1E27 60W\nLight source\n    1 x E27 60W\nŚrednica\n    160\nWysokość\n    584\nKolor\n    Czarny","Maytoni","Wall Lamp Oxford 1E27 60W","8578","448","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Wall Lamp Oxford 1E27 60W","https://jasniej.com/17456-large_01resp/wall-lamp-oxford.jpg","https://jasniej.com/17456-medium_01resp/wall-lamp-oxford.jpg","https://jasniej.com/18494-medium_01resp/wall-lamp-oxford.jpg","https://jasniej.com/19292-medium_01resp/wall-lamp-oxford.jpg","","",""
"38 dni","Producent: Lutec  \nNazwa: MAINS  \nSymbol: 9702202012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 310\n  * szerokość (mm): 80\n  * głębokość (mm): 80\n  * ilość źródeł / rodzaj trzonka: \n  * max moc źródła: brak\n  * napięcie: brak\n  * źródło w zestawie: brak\n  * kolor lampy: czarny\n  * materiał: aluminium\n  * IP: IP54","Opis\n\nKolor\n    Czarny","Lutec","MAINS STOJĄCA","8942","202.95","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MAINS STOJĄCA","https://jasniej.com/20059-large_01resp/mains-stojaca.jpg","https://jasniej.com/20059-medium_01resp/mains-stojaca.jpg","https://jasniej.com/20060-medium_01resp/mains-stojaca.jpg","https://jasniej.com/20061-medium_01resp/mains-stojaca.jpg","","",""
"37 dni","Producent: Lutec  \nNazwa: MAINS  \nSymbol: 9702201012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 310\n  * szerokość (mm): 80\n  * głębokość (mm): 80\n  * ilość źródeł / rodzaj trzonka: \n  * max moc źródła: 3500 W\n  * napięcie: brak\n  * źródło w zestawie: brak\n  * kolor lampy: czarny\n  * materiał: aluminium\n  * IP: IP54","Specyficzne kody","Lutec","MAINS STOJĄCA","8941","202.95","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MAINS STOJĄCA","https://jasniej.com/20056-large_01resp/mains-stojaca.jpg","https://jasniej.com/20056-medium_01resp/mains-stojaca.jpg","https://jasniej.com/20057-medium_01resp/mains-stojaca.jpg","https://jasniej.com/20058-medium_01resp/mains-stojaca.jpg","","",""
"36 dni","Producent: Lutec  \nNazwa: PANO  \nSymbol: 7289001118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 635\n  * szerokość (mm): 90\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,16 W ,1200 lm ,3000-5000K\n  * max moc źródła: 16 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","PANO STOJĄCA","8940","405.9","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","PANO STOJĄCA","https://jasniej.com/20053-large_01resp/pano-stojaca.jpg","https://jasniej.com/20053-medium_01resp/pano-stojaca.jpg","https://jasniej.com/20054-medium_01resp/pano-stojaca.jpg","https://jasniej.com/20055-medium_01resp/pano-stojaca.jpg","","",""
"35 dni","Producent: Lutec  \nNazwa: KIRA  \nSymbol: 7288901118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 740\n  * szerokość (mm): 114\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,18 W ,1200 lm ,2700-6500K\n  * max moc źródła: 18 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","KIRA STOJĄCA","8939","360.39","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","KIRA STOJĄCA","https://jasniej.com/20050-large_01resp/kira-stojaca.jpg","https://jasniej.com/20050-medium_01resp/kira-stojaca.jpg","https://jasniej.com/20051-medium_01resp/kira-stojaca.jpg","https://jasniej.com/20052-medium_01resp/kira-stojaca.jpg","","",""
"34 dni","Producent: Lutec  \nNazwa: FLAIR  \nSymbol: 7288801012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 750\n  * szerokość (mm): 120\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x E27 ,40 W\n  * max moc źródła: 40 W\n  * napięcie: 240 V\n  * źródło w zestawie: brak\n  * kolor lampy: czarny\n  * materiał: aluminium/szkło\n  * IP: IP44","Specyficzne kody","Lutec","FLAIR STOJĄCA","8938","316.11","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","FLAIR STOJĄCA","https://jasniej.com/20047-large_01resp/flair-stojaca.jpg","https://jasniej.com/20047-medium_01resp/flair-stojaca.jpg","https://jasniej.com/20048-medium_01resp/flair-stojaca.jpg","https://jasniej.com/20049-medium_01resp/flair-stojaca.jpg","","",""
"33 dni","Producent: Lutec  \nNazwa: DAKOTA  \nSymbol: 7288602118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 450\n  * szerokość (mm): 89\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,2700-6500K\n  * max moc źródła: 12 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","DAKOTA STOJĄCA","8937","270.6","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","DAKOTA STOJĄCA","https://jasniej.com/20044-large_01resp/dakota-stojaca.jpg","https://jasniej.com/20044-medium_01resp/dakota-stojaca.jpg","https://jasniej.com/20045-medium_01resp/dakota-stojaca.jpg","https://jasniej.com/20046-medium_01resp/dakota-stojaca.jpg","","",""
"32 dni","Producent: Lutec  \nNazwa: DAKOTA  \nSymbol: 7288601118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 650\n  * szerokość (mm): 147\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,800 lm ,270-06500K\n  * max moc źródła: 12 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","DAKOTA STOJĄCA","8936","316.11","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","DAKOTA STOJĄCA","https://jasniej.com/20041-large_01resp/dakota-stojaca.jpg","https://jasniej.com/20041-medium_01resp/dakota-stojaca.jpg","https://jasniej.com/20042-medium_01resp/dakota-stojaca.jpg","https://jasniej.com/20043-medium_01resp/dakota-stojaca.jpg","","",""
"30 dni","Producent: Lutec  \nNazwa: CYRA  \nSymbol: 7198101118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 650\n  * szerokość (mm): 78\n  * głębokość (mm): 78\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,8 W ,500 lm ,3000K\n  * max moc źródła: 8 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","CYRA STOJĄCA","8934","316.11","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CYRA STOJĄCA","https://jasniej.com/20035-large_01resp/cyra-stojaca.jpg","https://jasniej.com/20035-medium_01resp/cyra-stojaca.jpg","https://jasniej.com/20036-medium_01resp/cyra-stojaca.jpg","https://jasniej.com/20037-medium_01resp/cyra-stojaca.jpg","","",""
"29 dni","Producent: Lutec  \nNazwa: CUBA  \nSymbol: 7193802118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 750\n  * szerokość (mm): 110\n  * głębokość (mm): 237\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K\n  * max moc źródła: 12 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","CUBA STOJĄCA","8933","316.11","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CUBA STOJĄCA","https://jasniej.com/20032-large_01resp/cuba-stojaca.jpg","https://jasniej.com/20032-medium_01resp/cuba-stojaca.jpg","https://jasniej.com/20033-medium_01resp/cuba-stojaca.jpg","https://jasniej.com/20034-medium_01resp/cuba-stojaca.jpg","","",""
"31 dni","Producent: Lutec  \nNazwa: CRUZ  \nSymbol: 7199201118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 750\n  * szerokość (mm): 140\n  * głębokość (mm): 140\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,13 W ,1000 lm ,3000K\n  * max moc źródła: 13 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","CRUZ STOJĄCA","8935","338.25","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CRUZ STOJĄCA","https://jasniej.com/20038-large_01resp/cruz-stojaca.jpg","https://jasniej.com/20038-medium_01resp/cruz-stojaca.jpg","https://jasniej.com/20039-medium_01resp/cruz-stojaca.jpg","https://jasniej.com/20040-medium_01resp/cruz-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: CUBA  \nSymbol: 5193803118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 148\n  * szerokość (mm): 100\n  * głębokość (mm): 116\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. ,12 W ,600 lm ,3000K\n  * max moc źródła: 12 W\n  * napięcie: 240 V\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: szary\n  * materiał: aluminium/tworzywo\n  * IP: IP54","Specyficzne kody","Lutec","CUBA STOJĄCA","8914","180.81","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CUBA STOJĄCA","https://jasniej.com/19975-large_01resp/cuba-stojaca.jpg","https://jasniej.com/19975-medium_01resp/cuba-stojaca.jpg","https://jasniej.com/19976-medium_01resp/cuba-stojaca.jpg","https://jasniej.com/19977-medium_01resp/cuba-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: MINI LEDSPOT  \nSymbol: 7214603118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 526\n  * szerokość (mm): 46\n  * głębokość (mm): 210\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 605lm 4000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/szkło\n  * IP: 65","Specyficzne kody","Lutec","MINI LEDSPOT STOJĄCA","8906","495.69","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MINI LEDSPOT STOJĄCA","https://jasniej.com/19951-large_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19951-medium_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19952-medium_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19953-medium_01resp/mini-ledspot-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: EXPLORER  \nSymbol: 6609201118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 417\n  * szerokość (mm): 92\n  * głębokość (mm): 92\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 380lm 3000K\n  * max moc źródła: 5 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","EXPLORER STOJĄCA","8903","135.3","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","EXPLORER STOJĄCA","https://jasniej.com/19942-large_01resp/explorer-stojaca.jpg","https://jasniej.com/19942-medium_01resp/explorer-stojaca.jpg","https://jasniej.com/19943-medium_01resp/explorer-stojaca.jpg","https://jasniej.com/19944-medium_01resp/explorer-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: MINI LEDSPOT  \nSymbol: 7214604118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 616\n  * szerokość (mm): 46\n  * głębokość (mm): 210\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1210lm 4000K\n  * max moc źródła: 18 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/szkło\n  * IP: 65","Specyficzne kody","Lutec","MINI LEDSPOT STOJĄCA","8905","676.5","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MINI LEDSPOT STOJĄCA","https://jasniej.com/19948-large_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19948-medium_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19949-medium_01resp/mini-ledspot-stojaca.jpg","https://jasniej.com/19950-medium_01resp/mini-ledspot-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: ANDA  \nSymbol: 7225201118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 800\n  * szerokość (mm): 264\n  * głębokość (mm): 202\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 18W 1040lm 4000K\n  * max moc źródła: 18 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 65","Specyficzne kody","Lutec","ANDA STOJĄCA","8901","495.69","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","ANDA STOJĄCA","https://jasniej.com/19936-large_01resp/anda-stojaca.jpg","https://jasniej.com/19936-medium_01resp/anda-stojaca.jpg","https://jasniej.com/19937-medium_01resp/anda-stojaca.jpg","https://jasniej.com/19938-medium_01resp/anda-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: MERIDIAN  \nSymbol: 7216412118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 730\n  * szerokość (mm): 213\n  * głębokość (mm): 180\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 14W 800lm 3000K\n  * max moc źródła: 14 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","MERIDIAN STOJĄCA","8898","360.39","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MERIDIAN STOJĄCA","https://jasniej.com/19927-large_01resp/meridian-stojaca.jpg","https://jasniej.com/19927-medium_01resp/meridian-stojaca.jpg","https://jasniej.com/19928-medium_01resp/meridian-stojaca.jpg","https://jasniej.com/19929-medium_01resp/meridian-stojaca.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 330 lm\n\nMateriał obudowy: Stal cynkowana ogniowo i malowana proszkowo\n\nMateriał klosza: Szkło kryształowe satynowane (wewnątrz)\n\nSzerokość: 9 cm\n\nWysokość: 37 cm\n\nTrzonek: Moduł LED wymienny\n\nŚciemnianie DIM: Tak, fazowo\n\nMoc: 4 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Słupek ogrodowy LED ARENDAL MINI ocynk","27385","762","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Słupek ogrodowy LED ARENDAL MINI ocynk","https://jasniej.com/74497-large_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg","https://jasniej.com/74497-medium_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg","https://jasniej.com/74498-medium_01resp/slupek-ogrodowy-led-arendal-mini-ocynk.jpg","","","",""
"Wysyłamy w ciągu 2-21 dni","Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo\n\nMateriał klosza: Szkło kryształowe satynowane (wewnątrz)\n\nSzerokość: 12 cm\n\nWysokość: 49 cm\n\nTrzonek: E27","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Słupek ogrodowy LED ARENDAL ocynk","27384","889","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Słupek ogrodowy LED ARENDAL ocynk","https://jasniej.com/74494-large_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg","https://jasniej.com/74494-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg","https://jasniej.com/74495-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg","https://jasniej.com/74496-medium_01resp/slupek-ogrodowy-led-arendal-ocynk.jpg","","",""
"4-5 tygodni","","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Artemide","""O"" Floor","29488","5660.78","Strona główna","Oświetlenie","""O"" Floor","","","https://jasniej.com/75225-large_01resp/o-floor-.jpg","https://jasniej.com/75225-medium_01resp/o-floor-.jpg","","","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 294 lm\n\nNapięcie Wej.: 230 V\n\nMateriał obudowy: Stal malowana proszkowo\n\nMateriał klosza: Szkło akrylowe (PMMA)\n\nWysokość: 28 cm\n\nŚrednica: 17 cm\n\nŚciemnianie DIM: Tak, fazowo","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Lampa słupkowa LED STOCKHOLM czarny","27382","1173","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa słupkowa LED STOCKHOLM czarny","https://jasniej.com/74488-large_01resp/lampa-slupkowa-led-stockholm-czarny.jpg","https://jasniej.com/74488-medium_01resp/lampa-slupkowa-led-stockholm-czarny.jpg","https://jasniej.com/74490-medium_01resp/lampa-slupkowa-led-stockholm-czarny.jpg","","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 593 lm\n\nMateriał klosza: PC\n\nMateriał obudowy: Stal\n\nWysokość: 89 cm\n\nSzerokość: 14 cm\n\nMoc: 12,7 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Oprawa ARVIKA czarna","27381","1560","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa ARVIKA czarna","https://jasniej.com/74485-large_01resp/oprawa-arvika-czarna.jpg","https://jasniej.com/74485-medium_01resp/oprawa-arvika-czarna.jpg","https://jasniej.com/74486-medium_01resp/oprawa-arvika-czarna.jpg","https://jasniej.com/74487-medium_01resp/oprawa-arvika-czarna.jpg","","",""
"Wysyłamy w ciągu 2-21dni","Strumień świetlny: 1710 lm\n\nSkuteczność świetlna: 95 lm/W\n\nMateriał obudowy: Aluminium\n\nMateriał klosza: PC\n\nWysokość: 216 cm\n\nTrwałość: 50 000 h\n\nOddawanie barw (CRI): Ra>80","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Lampa parkowa ASKER alu","27379","2217","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa parkowa ASKER alu","https://jasniej.com/74477-large_01resp/lampa-parkowa-asker-alu.jpg","https://jasniej.com/74477-medium_01resp/lampa-parkowa-asker-alu.jpg","https://jasniej.com/74478-medium_01resp/lampa-parkowa-asker-alu.jpg","https://jasniej.com/74479-medium_01resp/lampa-parkowa-asker-alu.jpg","https://jasniej.com/74480-medium_01resp/lampa-parkowa-asker-alu.jpg","",""
"Wysyłamy w ciągu 2-21 dni","Materiał obudowy: Stal cynkowana ogniowo i malowana proszkowo\n\nMateriał klosza: Szkło kryształowe satynowane (wewnątrz)\n\nSzerokość: 12 cm\n\nWysokość: 49 cm\n\nTrzonek: E27","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Słupek ogrodowy LED ARENDAL czarny","27383","889","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Słupek ogrodowy LED ARENDAL czarny","https://jasniej.com/74491-large_01resp/slupek-ogrodowy-led-arendal-czarny.jpg","https://jasniej.com/74491-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg","https://jasniej.com/74492-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg","https://jasniej.com/74493-medium_01resp/slupek-ogrodowy-led-arendal-czarny.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 1710 lm\n\nSkuteczność świetlna: 95 lm/W\n\nNapięcie Wej.: 230 V\n\nMateriał obudowy: Aluminium\n\nMateriał klosza: PC\n\nWysokość: 216 cm\n\nTrwałość: 50 000 h\n\nMoc: 18 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Lampa parkowa ASKER czarny","27378","2217","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa parkowa ASKER czarny","https://jasniej.com/74474-large_01resp/lampa-parkowa-asker-czarny-.jpg","https://jasniej.com/74474-medium_01resp/lampa-parkowa-asker-czarny-.jpg","https://jasniej.com/74475-medium_01resp/lampa-parkowa-asker-czarny-.jpg","https://jasniej.com/74476-medium_01resp/lampa-parkowa-asker-czarny-.jpg","","",""
